Directed: si
Nnodes: 20
0	2	88
0	9	77
0	4	52
0	13	84
0	18	69
0	10	92
0	1	77
0	7	53
0	8	85
1	18	93
1	10	54
1	13	71
1	14	96
1	15	63
1	0	87
1	6	82
1	19	68
1	4	100
1	12	95
2	8	89
2	9	62
2	5	68
2	3	74
2	17	96
2	1	96
2	10	76
2	6	100
2	18	53
3	7	64
3	18	77
3	9	97
3	1	88
3	15	92
3	2	50
3	13	94
3	12	87
3	14	100
3	17	61
4	7	76
4	11	93
4	8	92
4	5	71
4	10	73
4	3	57
4	16	51
4	9	98
4	14	78
5	12	92
5	3	60
5	14	56
5	1	64
5	0	71
5	18	62
5	6	95
5	13	57
5	7	69
5	9	57
5	11	93
6	19	78
6	2	100
6	8	57
6	11	62
6	9	73
6	3	66
6	12	56
6	13	81
6	16	62
6	7	60
7	18	71
7	2	98
7	8	56
7	17	54
7	3	53
7	5	56
7	15	73
7	6	73
7	16	97
8	4	84
8	18	62
8	17	74
8	10	80
8	16	88
8	9	98
8	12	72
8	13	85
8	19	98
8	5	77
9	2	71
9	11	94
9	8	87
9	17	86
9	16	86
9	14	50
9	10	73
9	1	86
9	13	84
9	3	96
10	17	77
10	2	72
10	19	60
10	8	66
10	9	91
10	7	60
10	3	82
10	12	50
10	0	89
10	14	66
10	13	84
11	16	86
11	1	54
11	15	82
11	4	60
11	7	98
11	18	69
11	5	85
11	8	64
11	3	50
12	19	62
12	16	56
12	7	80
12	3	92
12	5	61
12	2	61
12	13	90
12	15	84
12	1	80
13	6	85
13	2	88
13	10	78
13	11	66
13	14	57
13	3	74
13	17	91
13	8	63
13	7	70
14	9	69
14	5	53
14	7	62
14	13	84
14	10	87
14	18	73
14	6	73
14	8	80
14	19	57
14	16	50
15	12	77
15	18	63
15	19	62
15	16	85
15	9	91
15	0	58
15	14	86
15	8	79
15	13	64
16	3	50
16	9	54
16	18	89
16	14	72
16	0	79
16	10	53
16	7	61
16	12	83
16	5	91
16	13	65
16	2	76
17	4	52
17	1	58
17	14	65
17	9	73
17	10	72
17	3	64
17	16	85
17	11	84
17	6	52
17	19	77
17	0	93
18	7	74
18	11	87
18	13	77
18	0	56
18	19	59
18	12	80
18	2	78
18	16	99
18	5	62
19	16	95
19	4	88
19	13	73
19	5	83
19	2	60
19	10	50
19	3	80
19	8	54
19	7	92
19	0	54
