Directed: si
Nnodes: 40
0	5	88
0	18	77
0	8	52
0	27	84
0	37	69
0	20	92
0	1	52
0	21	84
0	15	53
0	16	85
0	23	97
0	33	76
0	3	83
0	28	96
0	30	63
0	29	66
0	25	88
0	39	68
1	39	86
1	30	83
1	2	82
1	35	63
1	17	89
1	19	62
1	10	68
1	6	74
1	36	53
1	20	76
1	12	100
1	3	98
1	15	64
1	21	73
1	37	52
1	33	56
1	0	85
1	34	82
1	29	86
2	35	61
2	12	67
2	20	80
2	33	71
2	10	71
2	21	73
2	11	59
2	6	79
2	32	51
2	19	98
2	29	78
2	24	92
2	8	86
2	5	54
2	0	71
2	1	86
2	37	62
2	7	66
2	26	57
2	27	69
2	15	75
2	23	93
3	38	78
3	5	100
3	16	57
3	22	62
3	19	73
3	7	66
3	25	56
3	26	81
3	32	62
3	15	60
3	1	95
3	17	57
3	37	70
3	35	54
3	6	53
3	14	62
3	31	73
3	13	73
3	8	84
3	36	62
4	18	75
4	24	91
4	30	73
4	38	82
4	17	92
4	27	85
4	39	98
4	34	64
4	21	76
4	16	79
4	35	72
4	29	94
4	28	90
4	0	95
4	20	73
4	2	86
4	19	84
4	7	96
4	5	72
4	8	72
4	12	76
4	32	68
5	39	57
5	25	81
5	0	50
5	30	87
5	12	71
5	27	84
5	8	92
5	28	92
5	3	54
5	15	98
5	37	69
5	10	85
5	11	89
5	31	71
5	7	50
5	9	91
5	24	59
5	33	58
5	4	61
6	27	90
6	30	84
6	25	52
6	23	61
6	12	85
6	4	88
6	21	78
6	13	85
6	5	58
6	19	93
6	32	78
6	29	66
6	20	71
6	10	68
6	15	72
6	11	53
6	14	62
6	26	84
6	28	98
6	18	97
6	16	80
7	6	84
7	13	77
7	20	92
7	0	63
7	25	77
7	36	63
7	38	62
7	33	85
7	18	91
7	28	86
7	17	79
7	30	100
7	27	64
7	19	54
7	31	88
7	23	76
7	2	77
7	15	61
7	26	86
7	21	64
7	32	68
7	12	50
8	20	89
8	2	53
8	6	86
8	11	52
8	19	73
8	17	57
8	33	85
8	23	84
8	13	52
8	39	77
8	0	93
8	1	69
8	29	84
8	21	51
8	4	99
8	7	67
8	24	80
8	5	78
9	14	92
9	38	63
9	10	71
9	32	95
9	30	85
9	18	63
9	26	55
9	8	55
9	21	50
9	7	80
9	17	54
9	27	69
9	33	56
9	1	54
9	19	89
9	37	62
9	29	84
9	22	83
9	24	68
9	6	87
9	4	98
9	36	50
10	28	75
10	2	72
10	20	89
10	17	99
10	18	66
10	29	60
10	6	68
10	37	99
10	4	76
10	33	68
10	16	66
10	23	94
10	30	92
10	27	69
10	24	68
10	21	73
10	9	54
10	11	55
10	8	90
10	26	94
11	28	63
11	15	54
11	18	61
11	31	75
11	0	63
11	26	71
11	7	99
11	5	90
11	37	58
11	24	53
11	13	64
11	20	92
11	33	87
11	32	82
11	1	52
11	6	89
11	2	76
11	8	60
11	3	85
12	19	63
12	28	69
12	8	61
12	17	73
12	34	99
12	1	76
12	30	80
12	32	66
12	9	77
12	16	100
12	38	93
12	5	100
12	25	73
12	37	85
12	21	79
12	6	98
12	13	55
12	3	76
12	0	78
12	20	84
12	29	85
13	7	84
13	2	57
13	36	61
13	15	79
13	6	51
13	27	88
13	28	53
13	23	97
13	37	71
13	20	92
13	24	86
13	19	58
13	39	79
13	10	77
13	26	54
13	21	81
13	22	80
13	17	57
14	29	51
14	2	76
14	12	51
14	9	55
14	15	78
14	23	81
14	37	89
14	20	74
14	26	85
14	16	74
14	19	86
14	21	64
