Directed: si
Nnodes: 30
0	3	88
0	13	77
0	6	52
0	20	84
0	28	69
0	15	92
0	1	52
0	11	53
0	12	85
0	17	97
0	25	76
0	2	83
0	21	96
1	7	52
1	22	66
1	18	88
1	29	68
1	21	88
1	19	53
1	26	63
1	13	89
1	14	62
1	8	68
1	4	74
1	27	53
1	15	76
1	9	100
1	2	98
1	11	64
2	15	73
2	28	52
2	22	89
2	24	56
2	0	85
2	26	82
2	21	100
2	6	65
2	10	76
2	17	93
2	12	92
2	8	71
2	16	73
2	5	57
2	14	98
2	18	92
2	4	60
3	2	64
3	0	71
3	21	97
3	7	59
3	9	95
3	19	57
3	20	69
3	11	75
3	4	79
3	25	80
3	28	78
3	29	70
3	16	62
3	14	73
3	5	66
3	18	56
4	18	90
4	7	74
4	11	60
4	0	95
4	12	57
4	28	70
4	3	95
4	2	58
4	10	62
4	23	73
4	13	91
4	27	83
4	6	84
4	25	74
4	15	80
4	24	88
5	28	82
5	13	92
5	20	85
5	29	98
5	25	64
5	16	76
5	3	71
5	17	94
5	21	94
5	24	86
5	22	50
5	26	76
5	1	86
5	14	84
5	27	94
6	16	57
6	13	100
6	9	76
6	26	72
6	14	91
6	10	60
6	29	57
6	18	81
6	0	50
6	23	87
6	12	84
6	20	60
6	25	86
6	24	54
6	2	88
6	11	98
6	28	69
7	20	64
7	23	89
7	12	64
7	5	50
7	29	62
7	24	56
7	11	80
7	4	100
7	3	61
7	19	85
7	22	84
7	1	80
7	6	66
7	15	78
8	9	85
8	4	58
8	14	93
8	24	78
8	22	66
8	15	65
8	17	76
8	12	63
8	11	70
8	13	74
8	2	68
8	7	84
8	20	76
8	21	86
8	28	73
9	13	76
9	19	70
9	18	100
9	4	84
9	10	77
9	15	92
9	0	63
9	16	96
9	7	99
9	25	85
9	24	51
9	21	86
9	17	88
9	29	85
9	8	88
9	5	50
9	14	54
10	27	89
10	22	72
10	0	79
10	15	53
10	16	69
10	6	69
10	18	83
10	21	77
10	8	91
10	11	84
10	9	50
10	3	76
10	23	61
11	2	58
11	21	65
11	1	74
11	13	76
11	4	64
11	25	85
11	17	84
11	9	52
11	29	77
11	0	93
11	14	79
11	22	84
11	16	51
12	29	59
12	10	81
12	18	56
12	16	98
12	25	99
12	7	62
12	24	95
12	22	85
12	13	63
12	19	55
12	6	55
12	0	58
12	17	72
13	20	69
13	25	56
13	29	51
13	2	75
13	23	97
13	7	68
13	14	88
13	22	51
13	6	61
13	16	83
13	18	68
13	19	58
13	4	52
14	3	98
14	18	96
14	0	80
14	21	75
14	1	72
14	15	89
14	13	99
14	9	72
14	22	60
14	5	68
14	28	99
14	7	53
14	4	76
14	25	68
14	12	66
14	17	94
15	25	85
15	11	97
15	18	68
15	16	73
15	12	62
15	2	71
15	14	64
15	3	61
15	24	76
15	20	94
15	7	86
15	13	61
15	23	75
15	0	63
15	19	71
15	5	99
16	23	98
16	5	80
16	1	67
16	8	75
16	24	92
16	21	66
16	18	52
16	4	89
16	15	97
16	6	60
16	2	85
16	14	63
16	11	60
17	13	73
17	25	99
17	1	76
17	0	88
17	24	66
17	6	77
17	12	70
17	29	99
17	26	65
17	4	100
17	19	73
17	27	85
17	16	79
17	28	91
18	1	67
18	3	54
18	15	51
18	16	93
18	20	87
18	0	59
18	10	53
18	4	96
18	6	69
18	17	58
18	22	86
18	2	80
18	27	97
19	15	92
19	27	80
19	21	76
19	14	58
19	29	79
19	8	77
19	20	84
19	2	77
19	18	84
19	17	80
19	13	57
19	0	52
19	9	51
19	7	55
19	11	78
20	18	97
20	23	76
20	14	83
20	12	74
20	21	77
20	8	80
20	15	97
20	7	71
20	17	89
20	27	84
20	24	76
20	6	57
20	26	62
20	19	50
20	28	64
21	8	98
21	15	56
21	12	85
21	13	55
21	22	55
21	10	65
21	9	52
21	17	74
21	6	55
21	29	94
21	14	68
21	24	58
21	4	52
21	11	95
21	19	65
21	1	91
21	26	96
22	23	58
22	17	51
22	24	76
22	25	64
22	26	79
22	11	91
22	15	97
22	12	79
22	10	59
22	21	94
22	2	86
22	4	71
22	20	78
22	19	95
22	14	55
22	3	53
22	7	69
23	18	84
23	27	68
23	25	90
23	12	53
23	14	74
23	13	75
23	22	97
23	9	57
23	3	54
23	29	70
23	7	99
23	5	56
23	10	79
23	17	72
23	11	69
23	4	84
23	20	70
24	23	69
24	0	74
24	19	82
24	11	68
24	10	85
24	4	64
24	20	93
24	9	57
24	18	50
24	27	69
24	15	67
24	7	64
24	25	56
24	1	73
24	22	83
24	16	64
24	12	66
25	21	92
25	6	73
25	11	52
25	2	60
25	16	92
25	12	92
25	8	59
25	10	97
25	17	68
25	13	82
25	28	70
25	1	72
25	22	94
25	3	55
25	19	92
26	19	100
26	0	96
26	5	99
26	15	64
26	21	80
26	25	92
26	10	77
26	9	94
26	13	96
26	8	98
26	3	71
26	28	66
26	16	91
26	27	83
26	7	98
27	3	62
27	26	60
27	4	92
27	18	81
27	25	84
27	11	94
27	20	55
27	0	84
27	13	79
27	10	93
27	19	79
27	1	87
27	8	72
27	5	54
27	29	80
28	20	74
28	17	95
28	13	85
28	6	74
28	8	98
28	7	98
28	14	56
28	25	61
28	0	89
28	1	98
28	19	79
28	4	56
28	24	75
29	15	76
29	3	96
29	20	64
29	11	69
29	24	62
29	21	83
29	6	93
29	0	55
29	5	68
29	23	86
29	19	79
29	10	58
29	8	58
29	12	95
29	17	67
29	13	85
